country,date,value
BE,2010-01-01,8.66666666666667
BE,2010-04-01,8.16666666666667
BE,2010-07-01,8.73333333333333
BE,2010-10-01,7.93333333333333
BE,2011-01-01,7.2
BE,2011-04-01,6.66666666666667
BE,2011-07-01,7.83333333333333
BE,2011-10-01,7.16666666666667
BE,2012-01-01,7.33333333333333
BE,2012-04-01,7.03333333333333
BE,2012-07-01,7.83333333333333
BE,2012-10-01,8.33333333333333
BE,2013-01-01,8.6
BE,2013-04-01,8.23333333333333
BE,2013-07-01,8.73333333333333
BE,2013-10-01,8.63333333333333
BE,2014-01-01,8.83333333333333
BE,2014-04-01,8.26666666666667
BE,2014-07-01,8.83333333333333
BE,2014-10-01,8.66666666666667
BE,2015-01-01,8.9
BE,2015-04-01,8.43333333333333
BE,2015-07-01,8.43333333333333
BE,2015-10-01,8.83333333333333
BE,2016-01-01,8.33333333333333
BE,2016-04-01,7.93333333333333
BE,2016-07-01,7.9
BE,2016-10-01,7.23333333333333
BE,2017-01-01,7.7
BE,2017-04-01,7.03333333333333
BE,2017-07-01,7.26666666666667
BE,2017-10-01,6.4
BE,2018-01-01,6.13333333333333
BE,2018-04-01,6.1
BE,2018-07-01,5.9
BE,2018-10-01,5.7
BE,2019-01-01,5.6
BE,2019-04-01,5.33333333333333
BE,2019-07-01,5.36666666666667
BE,2019-10-01,5.16666666666667
BE,2020-01-01,5.06666666666667
BE,2020-04-01,4.9
BE,2020-07-01,6.43333333333333
BE,2020-10-01,5.76666666666667
BE,2021-01-01,6.7
BE,2021-04-01,6.13333333333333
BE,2021-07-01,6.5
BE,2021-10-01,5.76666666666667
BE,2022-01-01,5.36666666666667
BE,2022-04-01,5.63333333333333
BE,2022-07-01,5.66666666666667
BE,2022-10-01,5.63333333333333
BE,2023-01-01,5.63333333333333
BE,2023-04-01,5.4
BE,2023-07-01,5.6
BE,2023-10-01,5.46666666666667
DE,2010-01-01,7.46666666666667
DE,2010-04-01,6.53333333333333
DE,2010-07-01,6.26666666666667
DE,2010-10-01,6.03333333333333
DE,2011-01-01,6.23333333333333
DE,2011-04-01,5.46666666666667
DE,2011-07-01,5.36666666666667
DE,2011-10-01,5.0
DE,2012-01-01,5.5
DE,2012-04-01,5.0
DE,2012-07-01,5.0
DE,2012-10-01,4.83333333333333
DE,2013-01-01,5.43333333333333
DE,2013-04-01,4.9
DE,2013-07-01,4.76666666666667
DE,2013-10-01,4.7
DE,2014-01-01,5.13333333333333
DE,2014-04-01,4.63333333333333
DE,2014-07-01,4.56666666666667
DE,2014-10-01,4.5
DE,2015-01-01,4.73333333333333
DE,2015-04-01,4.4
DE,2015-07-01,4.13333333333333
DE,2015-10-01,4.2
DE,2016-01-01,4.26666666666667
DE,2016-04-01,4.0
DE,2016-07-01,3.8
DE,2016-10-01,3.56666666666667
DE,2017-01-01,3.9
DE,2017-04-01,3.56666666666667
DE,2017-07-01,3.46666666666667
DE,2017-10-01,3.33333333333333
DE,2018-01-01,3.43333333333333
DE,2018-04-01,3.26666666666667
DE,2018-07-01,3.16666666666667
DE,2018-10-01,2.96666666666667
DE,2019-01-01,3.16666666666667
DE,2019-04-01,2.93333333333333
DE,2019-07-01,2.93333333333333
DE,2019-10-01,2.86666666666667
DE,2020-01-01,3.43333333333333
DE,2020-04-01,3.66666666666667
DE,2020-07-01,3.9
DE,2020-10-01,3.5
DE,2021-01-01,4.1
DE,2021-04-01,3.73333333333333
DE,2021-07-01,3.36666666666667
DE,2021-10-01,3.1
DE,2022-01-01,3.16666666666667
DE,2022-04-01,3.0
DE,2022-07-01,3.13333333333333
DE,2022-10-01,2.96666666666667
DE,2023-01-01,3.0
DE,2023-04-01,2.96666666666667
DE,2023-07-01,3.06666666666667
DE,2023-10-01,3.06666666666667
ES,2010-01-01,19.8333333333333
ES,2010-04-01,19.9
ES,2010-07-01,19.6
ES,2010-10-01,20.1666666666667
ES,2011-01-01,21.1
ES,2011-04-01,20.6666666666667
ES,2011-07-01,21.3333333333333
ES,2011-10-01,22.5333333333333
ES,2012-01-01,24.2
ES,2012-04-01,24.4
ES,2012-07-01,24.8
ES,2012-10-01,25.7666666666667
ES,2013-01-01,26.9333333333333
ES,2013-04-01,26.1
ES,2013-07-01,25.6666666666667
ES,2013-10-01,25.7666666666667
ES,2014-01-01,25.9333333333333
ES,2014-04-01,24.4666666666667
ES,2014-07-01,23.6666666666667
ES,2014-10-01,23.7333333333333
ES,2015-01-01,23.8
ES,2015-04-01,22.4
ES,2015-07-01,21.2
ES,2015-10-01,20.9
ES,2016-01-01,21.0
ES,2016-04-01,20.0
ES,2016-07-01,18.9333333333333
ES,2016-10-01,18.6666666666667
ES,2017-01-01,18.7666666666667
ES,2017-04-01,17.2333333333333
ES,2017-07-01,16.4
ES,2017-10-01,16.5333333333333
ES,2018-01-01,16.7333333333333
ES,2018-04-01,15.3
ES,2018-07-01,14.5666666666667
ES,2018-10-01,14.4666666666667
ES,2019-01-01,14.7333333333333
ES,2019-04-01,14.0333333333333
ES,2019-07-01,13.9
ES,2019-10-01,13.7666666666667
ES,2020-01-01,14.4333333333333
ES,2020-04-01,15.3333333333333
ES,2020-07-01,16.2333333333333
ES,2020-10-01,16.1333333333333
ES,2021-01-01,16.1666666666667
ES,2021-04-01,15.4
ES,2021-07-01,14.7333333333333
ES,2021-10-01,13.4333333333333
ES,2022-01-01,13.7333333333333
ES,2022-04-01,12.6666666666667
ES,2022-07-01,12.7333333333333
ES,2022-10-01,13.0
ES,2023-01-01,13.4
ES,2023-04-01,11.7
ES,2023-07-01,11.9
ES,2023-10-01,11.7666666666667
FR,2010-01-01,9.76666666666667
FR,2010-04-01,9.03333333333333
FR,2010-07-01,8.73333333333333
FR,2010-10-01,9.56666666666667
FR,2011-01-01,9.56666666666667
FR,2011-04-01,8.86666666666667
FR,2011-07-01,8.73333333333333
FR,2011-10-01,9.7
FR,2012-01-01,9.9
FR,2012-04-01,9.4
FR,2012-07-01,9.23333333333333
FR,2012-10-01,10.5
FR,2013-01-01,10.8
FR,2013-04-01,10.1333333333333
FR,2013-07-01,9.8
FR,2013-10-01,10.4666666666667
FR,2014-01-01,10.6333333333333
FR,2014-04-01,9.83333333333333
FR,2014-07-01,9.86666666666667
FR,2014-10-01,10.7666666666667
FR,2015-01-01,10.7666666666667
FR,2015-04-01,10.1
FR,2015-07-01,10.0
FR,2015-10-01,10.5333333333333
FR,2016-01-01,10.6333333333333
FR,2016-04-01,9.63333333333333
FR,2016-07-01,9.66666666666667
FR,2016-10-01,10.3333333333333
FR,2017-01-01,10.0
FR,2017-04-01,9.13333333333333
FR,2017-07-01,9.3
FR,2017-10-01,9.26666666666667
FR,2018-01-01,9.6
FR,2018-04-01,8.66666666666667
FR,2018-07-01,8.83333333333333
FR,2018-10-01,9.0
FR,2019-01-01,9.0
FR,2019-04-01,8.03333333333333
FR,2019-07-01,8.3
FR,2019-10-01,8.4
FR,2020-01-01,8.1
FR,2020-04-01,6.83333333333333
FR,2020-07-01,8.93333333333333
FR,2020-10-01,8.26666666666667
FR,2021-01-01,8.33333333333333
FR,2021-04-01,7.63333333333333
FR,2021-07-01,7.93333333333333
FR,2021-10-01,7.6
FR,2022-01-01,7.53333333333333
FR,2022-04-01,7.1
FR,2022-07-01,7.3
FR,2022-10-01,7.33333333333333
FR,2023-01-01,7.2
FR,2023-04-01,6.96666666666667
FR,2023-07-01,7.5
FR,2023-10-01,7.7
IT,2010-01-01,9.23333333333333
IT,2010-04-01,8.5
IT,2010-07-01,7.6
IT,2010-10-01,8.83333333333333
IT,2011-01-01,8.73333333333333
IT,2011-04-01,7.93333333333333
IT,2011-07-01,7.66666666666667
IT,2011-10-01,9.7
IT,2012-01-01,11.0333333333333
IT,2012-04-01,10.7
IT,2012-07-01,10.0
IT,2012-10-01,11.8
IT,2013-01-01,12.9666666666667
IT,2013-04-01,12.2333333333333
IT,2013-07-01,11.4666666666667
IT,2013-10-01,12.8
IT,2014-01-01,13.7333333333333
IT,2014-04-01,12.3333333333333
IT,2014-07-01,11.8666666666667
IT,2014-10-01,13.3666666666667
IT,2015-01-01,13.1333333333333
IT,2015-04-01,12.2333333333333
IT,2015-07-01,10.6333333333333
IT,2015-10-01,12.0
IT,2016-01-01,12.1666666666667
IT,2016-04-01,11.6333333333333
IT,2016-07-01,10.9333333333333
IT,2016-10-01,12.2666666666667
IT,2017-01-01,12.2
IT,2017-04-01,11.0333333333333
IT,2017-07-01,10.6
IT,2017-10-01,11.2
IT,2018-01-01,11.5666666666667
IT,2018-04-01,10.7
IT,2018-07-01,9.33333333333333
IT,2018-10-01,10.8
IT,2019-01-01,11.0333333333333
IT,2019-04-01,9.7
IT,2019-07-01,9.13333333333333
IT,2019-10-01,9.86666666666667
IT,2020-01-01,9.36666666666667
IT,2020-04-01,7.93333333333333
IT,2020-07-01,10.2
IT,2020-10-01,9.7
IT,2021-01-01,10.6666666666667
IT,2021-04-01,9.63333333333333
IT,2021-07-01,8.83333333333333
IT,2021-10-01,9.1
IT,2022-01-01,8.76666666666667
IT,2022-04-01,7.93333333333333
IT,2022-07-01,7.66666666666667
IT,2022-10-01,7.93333333333333
IT,2023-01-01,8.3
IT,2023-04-01,7.5
IT,2023-07-01,7.3
IT,2023-10-01,7.56666666666667
NL,2010-01-01,6.5
NL,2010-04-01,6.1
NL,2010-07-01,5.86666666666667
NL,2010-10-01,5.8
NL,2011-01-01,6.1
NL,2011-04-01,5.8
NL,2011-07-01,5.9
NL,2011-10-01,6.4
NL,2012-01-01,6.8
NL,2012-04-01,6.7
NL,2012-07-01,6.66666666666667
NL,2012-10-01,7.1
NL,2013-01-01,8.0
NL,2013-04-01,8.1
NL,2013-07-01,8.3
NL,2013-10-01,8.36666666666667
NL,2014-01-01,8.93333333333333
NL,2014-04-01,8.46666666666667
NL,2014-07-01,7.93333333333333
NL,2014-10-01,8.06666666666667
NL,2015-01-01,8.46666666666667
NL,2015-04-01,7.96666666666667
NL,2015-07-01,7.53333333333333
NL,2015-10-01,7.6
NL,2016-01-01,7.76666666666667
NL,2016-04-01,7.2
NL,2016-07-01,6.6
NL,2016-10-01,6.43333333333333
NL,2017-01-01,6.56666666666667
NL,2017-04-01,6.03333333333333
NL,2017-07-01,5.53333333333333
